Date,Open,High,Low,Close,Volume,quote_av,trades,tb_quote_av
2022-06-30 17:00:00,1.2728,1.2766,1.2684,1.2763,90983.6,115835.4927,741.0,77709.36188
2022-06-30 17:15:00,1.2759,1.2827,1.2731,1.2792,58080.7,74194.33622,700.0,42861.05279
2022-06-30 17:30:00,1.2793,1.288,1.2742,1.2752,113690.7,145831.29683,870.0,75844.4947
2022-06-30 17:45:00,1.2748,1.2827,1.2739,1.2767,72679.6,92907.0942,709.0,51138.96816
2022-06-30 18:00:00,1.2775,1.2782,1.2698,1.2698,62548.9,79693.93263,615.0,37473.49544
2022-06-30 18:15:00,1.2699,1.2728,1.2644,1.2657,70569.9,89549.82907,686.0,38244.93223
2022-06-30 18:30:00,1.2654,1.2685,1.2517,1.255,113895.6,143524.26226,1040.0,62956.01509
2022-06-30 18:45:00,1.2557,1.2616,1.2527,1.2585,76861.6,96720.26287,795.0,44659.25223
2022-06-30 19:00:00,1.2585,1.2618,1.2532,1.2608,57150.9,71899.27001,768.0,37199.63481
2022-06-30 19:15:00,1.261,1.2754,1.2558,1.2702,107726.2,136374.87669,1103.0,87163.07952
2022-06-30 19:30:00,1.2703,1.2779,1.259,1.2614,116273.2,147421.19983,916.0,86185.4563
2022-06-30 19:45:00,1.2618,1.2737,1.2599,1.2737,73973.2,93766.58179,917.0,39216.34072
2022-06-30 20:00:00,1.2726,1.2816,1.2663,1.2793,84519.4,107578.51906,978.0,47201.85677
2022-06-30 20:15:00,1.2779,1.2832,1.2731,1.2741,82803.7,105825.33062,736.0,63154.7632
2022-06-30 20:30:00,1.2734,1.2765,1.2507,1.2566,104155.1,131452.17944,1163.0,64242.71593
2022-06-30 20:45:00,1.2568,1.2644,1.2502,1.2617,146147.1,183775.17725,1217.0,76642.52409
2022-06-30 21:00:00,1.2617,1.2762,1.2595,1.2689,130457.3,165507.7225,1187.0,59558.2
2022-06-30 21:15:00,1.2698,1.2741,1.2647,1.2692,93253.8,118373.55129,711.0,45075.22618
2022-06-30 21:30:00,1.269,1.2813,1.2659,1.2681,114590.6,146036.28799,911.0,76561.5988
2022-06-30 21:45:00,1.2682,1.2734,1.2661,1.2664,41032.6,52119.82293,538.0,20967.85761
2022-06-30 22:00:00,1.2665,1.2774,1.2524,1.2575,220368.0,278006.2204,1639.0,110945.53128
2022-06-30 22:15:00,1.2571,1.2823,1.2557,1.2743,154494.2,196119.38536,1166.0,103803.15351
2022-06-30 22:30:00,1.2743,1.29,1.2725,1.2818,128068.2,164117.56219,1157.0,70589.73671
2022-06-30 22:45:00,1.2821,1.2894,1.2722,1.2747,93759.5,120116.36352,856.0,60390.90899
2022-06-30 23:00:00,1.2748,1.2835,1.2726,1.273,107201.4,136859.64617,884.0,82079.632
2022-06-30 23:15:00,1.2735,1.2746,1.2401,1.2458,238221.0,299086.13589,1739.0,130049.52086
2022-06-30 23:30:00,1.2451,1.278,1.2435,1.2753,207751.3,262401.7628,1770.0,120531.81362
2022-06-30 23:45:00,1.2751,1.3131,1.2739,1.3096,283295.6,368150.39967,2733.0,174918.73441
2022-07-01 00:00:00,1.3095,1.3211,1.298,1.3121,338068.2,442767.73403,2613.0,260686.25253
2022-07-01 00:15:00,1.3118,1.3376,1.3087,1.3292,217018.4,286572.71964,2069.0,153829.50308
2022-07-01 00:30:00,1.3288,1.3497,1.3288,1.3306,513717.0,687262.72819,3187.0,316494.68761
2022-07-01 00:45:00,1.3301,1.3437,1.3294,1.3341,123130.7,164595.36789,1376.0,74030.97826
2022-07-01 01:00:00,1.3339,1.3473,1.3304,1.3346,142410.0,190470.85391,1326.0,121220.97609
2022-07-01 01:15:00,1.335,1.3394,1.3302,1.3394,88336.1,117925.4648,989.0,75675.33117
2022-07-01 01:30:00,1.3388,1.3395,1.3242,1.3314,119435.3,159022.56531,1069.0,78372.28626
2022-07-01 01:45:00,1.3317,1.3337,1.3279,1.3322,69999.0,93184.28654,788.0,39976.82833
2022-07-01 02:00:00,1.3323,1.3397,1.3292,1.3387,98186.3,131027.44488,968.0,64056.56551
2022-07-01 02:15:00,1.339,1.34,1.3336,1.3374,73011.1,97587.95472,875.0,50689.31606
2022-07-01 02:30:00,1.3372,1.3375,1.328,1.3306,55080.5,73327.99666,707.0,25879.34215
2022-07-01 02:45:00,1.3311,1.3362,1.3279,1.3325,85649.1,114104.32723,762.0,44758.52736
2022-07-01 03:00:00,1.3321,1.3326,1.3228,1.3271,77526.3,102986.17015,806.0,47707.81051
2022-07-01 03:15:00,1.3261,1.3283,1.3141,1.3171,78494.7,103597.23618,992.0,51569.51884
2022-07-01 03:30:00,1.3172,1.3187,1.3093,1.311,63377.7,83259.24232,776.0,42578.96685
2022-07-01 03:45:00,1.3102,1.3129,1.284,1.2864,171078.3,221944.03286,1479.0,110397.21959
2022-07-01 04:00:00,1.2859,1.2891,1.273,1.2756,145214.5,186097.16015,1386.0,96754.81742
2022-07-01 04:15:00,1.2753,1.2808,1.2693,1.2716,65021.0,82908.6121,872.0,38466.6041
2022-07-01 04:30:00,1.2717,1.2853,1.2708,1.2737,95580.5,122220.74009,1010.0,62740.94214
2022-07-01 04:45:00,1.2745,1.2763,1.2586,1.2631,112752.9,142654.7907,1107.0,53228.18333
2022-07-01 05:00:00,1.2629,1.266,1.257,1.2648,106405.1,134286.89749,1032.0,64647.19877
2022-07-01 05:15:00,1.2647,1.2721,1.2556,1.268,105511.1,133414.44569,1054.0,80743.20096
2022-07-01 05:30:00,1.2685,1.2707,1.253,1.2696,151713.6,191365.38859,1302.0,91251.83188
2022-07-01 05:45:00,1.2699,1.2739,1.2675,1.271,58927.5,74924.70622,661.0,41806.12874
2022-07-01 06:00:00,1.2703,1.2762,1.2688,1.2722,64825.3,82495.19955,845.0,43405.7512
2022-07-01 06:15:00,1.2721,1.2738,1.2602,1.2686,83672.4,105842.52755,809.0,54524.27247
2022-07-01 06:30:00,1.2687,1.2769,1.2672,1.2761,65984.2,83879.93489,689.0,41522.66715
2022-07-01 06:45:00,1.2754,1.2779,1.2688,1.2735,82465.9,104940.90375,654.0,61983.89262
2022-07-01 07:00:00,1.2732,1.2778,1.2667,1.2768,83530.7,106183.98753,840.0,55972.6922
2022-07-01 07:15:00,1.2764,1.2925,1.2746,1.2878,139562.6,179471.44205,1172.0,83374.29505
2022-07-01 07:30:00,1.2884,1.2947,1.285,1.2901,133519.0,172212.74596,1034.0,94280.39424
2022-07-01 07:45:00,1.2893,1.2925,1.2857,1.2862,75460.6,97256.00303,712.0,42121.13111
2022-07-01 08:00:00,1.2869,1.2976,1.2795,1.2968,247558.6,318607.42128,1271.0,194538.1039
2022-07-01 08:15:00,1.2962,1.3028,1.2898,1.2964,99723.1,129335.49428,910.0,57271.84555
2022-07-01 08:30:00,1.2959,1.3019,1.29,1.2909,66863.2,86644.34154,708.0,49135.21032
2022-07-01 08:45:00,1.2908,1.2962,1.2818,1.2834,60741.1,78338.74585,662.0,41116.30388
2022-07-01 09:00:00,1.2834,1.2913,1.2824,1.2875,123993.1,159487.53287,954.0,106669.41535
2022-07-01 09:15:00,1.2869,1.296,1.2848,1.2899,106421.1,137357.21396,877.0,63755.64308
2022-07-01 09:30:00,1.2895,1.2903,1.2811,1.2849,91212.3,117264.424,810.0,60447.54677
2022-07-01 09:45:00,1.2854,1.2939,1.2829,1.2869,89456.2,115151.06879,760.0,60102.17012
2022-07-01 10:00:00,1.2863,1.2874,1.2741,1.286,108398.4,138947.37027,822.0,59325.18448
2022-07-01 10:15:00,1.2866,1.2905,1.2844,1.2845,130006.3,167360.08272,564.0,41852.61844
2022-07-01 10:30:00,1.2846,1.2873,1.2603,1.266,198447.5,252283.04934,1257.0,128291.86798
2022-07-01 10:45:00,1.2655,1.2674,1.2501,1.2553,233883.3,294030.58587,1456.0,86386.36677
2022-07-01 11:00:00,1.2554,1.2601,1.2436,1.2558,143841.3,180287.48792,1195.0,97886.74421
2022-07-01 11:15:00,1.2562,1.2644,1.2523,1.2618,90748.7,114265.24754,883.0,64000.16191
2022-07-01 11:30:00,1.262,1.2668,1.2601,1.2643,69449.3,87692.49399,596.0,35221.21029
2022-07-01 11:45:00,1.264,1.2663,1.258,1.2642,64982.5,82036.44176,618.0,40341.16161
2022-07-01 12:00:00,1.2652,1.2701,1.2636,1.2663,135446.3,171519.56264,803.0,66183.36228
2022-07-01 12:15:00,1.267,1.275,1.2573,1.2684,169694.4,215023.97221,1126.0,93482.27781
2022-07-01 12:30:00,1.2681,1.2737,1.2657,1.2678,100324.0,127287.41485,798.0,50395.45969
2022-07-01 12:45:00,1.2671,1.2695,1.2611,1.2639,51964.1,65742.96755,613.0,30101.90125
